Order_ID,Product_ID,Warehouse_ID,Supplier_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Order_Status,Quantity_Ordered
ORD516279,PRD1002,WH01,SUP003,2024-10-26,2024-10-28,,Delayed,180
ORD534695,PRD1020,WH02,SUP011,2024-12-09,2024-12-23,,In Transit,7
ORD539088,PRD1024,WH04,SUP012,2023-01-27,2023-02-11,,In Transit,89
ORD541213,PRD1009,WH04,SUP004,2023-10-23,2023-11-01,,In Transit,187
ORD542771,PRD1038,WH03,SUP003,2024-06-14,2024-06-20,2024-06-25,Delivered,103
ORD513733,PRD1045,WH02,SUP002,2024-05-05,2024-05-15,,In Transit,104
ORD547041,PRD1012,WH06,SUP006,2024-11-29,2024-12-03,,Delayed,177
ORD508033,PRD1036,WH02,SUP010,2024-07-08,2024-07-16,,Delayed,98
ORD512726,PRD1005,WH08,SUP007,2024-04-11,2024-04-23,,Delayed,198
ORD535634,PRD1044,WH07,SUP007,2024-08-18,2024-08-22,,Cancelled,91
ORD537958,PRD1019,WH02,SUP012,2024-11-16,2024-11-21,,Delayed,191
ORD517384,PRD1041,WH02,SUP001,2024-04-27,2024-05-09,2024-05-12,Delivered,38
ORD534383,PRD1022,WH03,SUP002,2023-09-29,2023-10-04,2023-10-05,Delivered,23
ORD530088,PRD1036,WH08,SUP003,2023-02-16,2023-02-20,2023-02-20,Delivered,34
ORD516841,PRD1029,WH02,SUP005,2023-07-01,2023-07-03,2023-07-03,Delivered,197
ORD531677,PRD1042,WH03,SUP010,03/06/2023,2023-06-09,,In Transit,36
ORD531902,PRD1010,WH01,SUP003,02-01-2024,2024-01-16,2024-01-21,Delivered,96
ORD517012,PRD1028,WH03,SUP007,11/09/2024,2024-09-22,2024-09-22,Delivered,10
ORD540233,PRD1022,WH01,SUP010,2024-10-26,2024-11-10,2024-11-10,Delivered,58
ORD548672,PRD1029,WH04,SUP009,2024-05-01,2024-05-05,,Cancelled,167
ORD506814,PRD1002,WH08,SUP010,2023-03-04,2023-03-12,2023-03-12,Delivered,84
ORD522606,PRD1024,WH02,SUP009,15/05/2024,2024-05-30,2024-05-30,Delivered,135
ORD522400,PRD1011,WH08,SUP005,2023-10-08,2023-10-21,2023-10-26,Delivered,34
ORD519571,PRD1034,WH02,SUP001,2024-11-14,2024-11-22,2024-11-27,Delivered,122
ORD533612,PRD1046,WH07,SUP010,2023-05-27,2023-06-02,,Delayed,88
ORD502794,PRD1032,WH06,SUP011,2024-12-28,2025-01-07,2025-01-14,Delivered,37
ORD542372,PRD1014,WH08,SUP001,2023-04-23,2023-04-29,,Cancelled,55
ORD500466,PRD1040,WH08,SUP009,2024-10-26,2024-10-27,2024-10-29,Delivered,119
ORD526551,PRD1002,WH03,SUP004,2023-02-04,2023-02-18,2023-02-18,Delivered,147
ORD500216,PRD1014,WH06,SUP006,2024-02-28,2024-02-29,,In Transit,61
ORD509253,PRD1015,WH06,SUP011,2024-07-22,2024-08-06,,Delayed,143
ORD545058,PRD1017,WH08,SUP008,2024-10-12,2024-10-22,2024-10-29,Delivered,52
ORD522355,PRD1019,WH06,SUP010,2024-03-18,2024-04-02,,Delayed,36
ORD515627,PRD1017,WH07,SUP006,2024-07-25,2024-08-04,2024-08-04,Delivered,121
ORD523825,PRD1019,WH08,SUP001,2023-12-08,2023-12-09,,Cancelled,128
ORD518607,PRD1020,WH03,SUP002,2023-09-18,2023-09-30,,In Transit,54
ORD503910,PRD1026,WH01,SUP006,2024-12-02,2024-12-15,2024-12-15,Delivered,104
ORD509447,PRD1009,WH05,SUP005,30/05/2023,2023-06-04,,Cancelled,128
ORD502667,PRD1011,WH04,SUP004,17/05/2023,2023-05-26,2023-05-26,Delivered,7
ORD540363,PRD1030,WH06,SUP008,2023-02-06,2023-02-13,2023-02-13,Delivered,104
ORD546460,PRD1007,WH07,SUP003,2023-10-05,2023-10-15,,In Transit,138
ORD522247,PRD1005,WH05,SUP005,2023-08-22,2023-08-27,2023-09-03,Delivered,43
ORD500407,PRD1045,WH06,SUP005,2023-05-13,2023-05-15,2023-05-22,Delivered,155
ORD514904,PRD1005,WH05,SUP010,2024-07-02,2024-07-03,,In Transit,44
ORD537344,PRD1007,WH05,SUP001,2024-03-24,2024-03-26,2024-04-02,Delivered,127
ORD524700,PRD1043,WH05,SUP008,2023-10-01,2023-10-09,2023-10-09,Delivered,105
ORD504724,PRD1023,WH06,SUP009,2023-01-23,2023-01-30,,Cancelled,42
ORD551259,PRD1046,WH05,SUP002,2024-03-10,2024-03-19,2024-03-19,Delivered,106
ORD524179,PRD1041,WH04,SUP011,2024-10-14,2024-10-29,,Delayed,197
ORD521388,PRD1028,WH05,SUP003,2023-12-13,2023-12-16,2023-12-23,Delivered,142
ORD501318,PRD1048,WH07,SUP001,2024-01-19,2024-02-01,2024-02-08,Delivered,77
ORD525329,PRD1020,WH02,SUP010,30/08/2023,2023-09-13,2023-09-16,Delivered,107
ORD525270,PRD1014,WH01,SUP010,25/03/2023,2023-04-01,2023-04-02,Delivered,187
ORD540090,PRD1034,WH01,SUP009,2024-02-13,2024-02-18,2024-02-21,Delivered,147
ORD527043,PRD1030,WH04,SUP001,2024-01-08,2024-01-11,,Cancelled,7
ORD521203,PRD1024,WH03,SUP005,2024-03-29,2024-04-09,,In Transit,180
ORD528180,PRD1012,WH01,SUP009,2023-03-04,2023-03-09,,In Transit,82
ORD500425,PRD1042,WH03,SUP002,2023-05-16,2023-05-28,,Delayed,20
ORD533016,PRD1012,WH06,SUP006,2024-10-14,2024-10-22,2024-10-22,Delivered,59
ORD512306,PRD1044,WH03,SUP005,04/10/2024,2024-10-17,2024-10-22,Delivered,70
ORD523638,PRD1040,WH04,SUP004,08/08/2023,2023-08-16,,In Transit,190
ORD535208,PRD1025,WH07,SUP006,2023-12-03,2023-12-11,,Cancelled,121
ORD516088,PRD1011,WH04,SUP007,2024-02-27,2024-03-11,2024-03-12,Delivered,46
ORD540675,PRD1022,WH08,SUP001,2023-07-13,2023-07-23,2023-07-30,Delivered,115
ORD541098,PRD1046,WH03,SUP006,2023-04-27,2023-05-08,,Cancelled,158
ORD548143,PRD1029,WH04,SUP005,2023-03-30,2023-04-13,,Delayed,35
ORD550985,PRD1039,WH03,SUP004,2023-03-01,2023-03-06,2023-03-09,Delivered,144
ORD503101,PRD1038,WH02,SUP003,08/17/2023,2023-08-25,2023-08-25,Delivered,7
ORD530628,PRD1004,WH02,SUP006,2024-04-24,2024-05-01,2024-05-01,Delivered,171
ORD505156,PRD1001,WH01,SUP008,2023-11-20,2023-12-03,2023-12-04,Delivered,99
ORD526941,PRD1030,WH05,SUP002,2023-07-17,2023-07-30,2023-08-04,Delivered,77
ORD518360,PRD1038,WH05,SUP007,2023-02-27,2023-03-01,,Delayed,123
ORD533414,PRD1029,WH08,SUP010,2024-11-01,2024-11-04,2024-11-04,Delivered,178
ORD547396,PRD1025,WH06,SUP003,2023-01-17,2023-01-18,,In Transit,52
ORD514975,PRD1012,WH03,SUP007,2024-03-02,2024-03-15,,In Transit,180
ORD508626,PRD1017,WH01,SUP003,2024-01-17,2024-01-29,,In Transit,172
ORD510647,PRD1044,WH03,SUP005,2024-02-17,2024-02-29,,In Transit,171
ORD520516,PRD1005,WH01,SUP012,28/05/2023,2023-06-12,,Delayed,68
ORD543460,PRD1029,WH01,SUP012,2024-09-23,2024-09-28,,In Transit,21
ORD549050,PRD1016,WH05,SUP008,2023-05-04,2023-05-12,,In Transit,187
ORD506872,PRD1005,WH01,SUP010,2024-06-02,2024-06-16,,Cancelled,12
ORD507021,PRD1046,WH08,SUP001,2023-04-26,2023-05-05,,In Transit,27
ORD550329,PRD1004,WH02,SUP006,2024-04-02,2024-04-07,2024-04-07,Delivered,199
ORD523458,PRD1023,WH06,SUP012,2023-09-13,2023-09-14,2023-09-14,Delivered,120
ORD519632,PRD1041,WH05,SUP010,2023-05-16,2023-05-18,2023-05-18,Delivered,152
ORD501816,PRD1010,WH06,SUP001,2023-04-25,2023-05-06,2023-05-09,Delivered,137
ORD551405,PRD1015,WH07,SUP010,2024-08-10,2024-08-14,,Delayed,141
ORD524203,PRD1030,WH07,SUP007,2023-08-02,2023-08-11,2023-08-11,Delivered,155
ORD528910,PRD1011,WH01,SUP002,2024-05-10,2024-05-23,2024-05-23,Delivered,199
ORD534487,PRD1022,WH02,SUP002,2023-12-28,2023-12-29,,Cancelled,83
ORD548934,PRD1012,WH04,SUP010,2024-03-07,2024-03-15,2024-03-15,Delivered,179
ORD534550,PRD1021,WH01,SUP005,2024-07-23,2024-07-24,2024-07-25,Delivered,24
ORD549894,PRD1028,WH01,SUP004,2024-08-20,2024-08-31,,Cancelled,83
ORD503825,PRD1008,WH04,SUP003,2023-09-09,2023-09-15,2023-09-15,Delivered,116
ORD543902,PRD1021,WH03,SUP007,2023-12-07,2023-12-14,,Cancelled,56
ORD519581,PRD1009,WH06,SUP010,2024-11-12,2024-11-19,2024-11-20,Delivered,53
ORD544319,PRD1017,WH02,SUP002,2024-02-12,2024-02-26,2024-02-26,Delivered,132
ORD519435,PRD1042,WH05,SUP012,2024-06-13,2024-06-22,2024-06-27,Delivered,122
ORD526125,PRD1025,WH03,SUP010,2024-04-28,2024-05-09,,In Transit,93
ORD528116,PRD1009,WH05,SUP011,2023-05-27,2023-05-30,,In Transit,150
ORD518173,PRD1017,WH08,SUP003,2023-03-24,2023-04-03,,Cancelled,66
ORD514826,PRD1027,WH07,SUP001,2024-11-03,2024-11-14,2024-11-15,Delivered,39
ORD518139,PRD1004,WH02,SUP012,02/16/2024,2024-02-21,2024-02-28,Delivered,101
ORD540056,PRD1014,WH04,SUP003,15/04/2024,2024-04-17,,In Transit,37
ORD526977,PRD1040,WH07,SUP003,14/03/2024,2024-03-15,2024-03-18,Delivered,19
ORD506427,PRD1008,WH04,SUP009,2024-11-13,2024-11-17,2024-11-17,Delivered,121
ORD502129,PRD1037,WH05,SUP001,2024-03-13,2024-03-25,2024-03-27,Delivered,197
ORD508822,PRD1013,WH04,SUP010,2023-10-26,2023-10-29,2023-10-29,Delivered,196
ORD516477,PRD1005,WH04,SUP005,2023-02-03,2023-02-07,,Cancelled,53
ORD502459,PRD1024,WH05,SUP002,2024-12-26,2024-12-28,,Delayed,62
ORD514130,PRD1006,WH03,SUP001,2024-08-23,2024-09-04,,Delayed,37
ORD541556,PRD1016,WH03,SUP004,2024-09-24,2024-10-04,2024-10-04,Delivered,53
ORD539756,PRD1041,WH01,SUP003,2024-01-18,2024-01-30,,Cancelled,181
ORD513355,PRD1024,WH02,SUP010,2024-05-15,2024-05-21,2024-05-28,Delivered,150
ORD501084,PRD1046,WH08,SUP003,2024-04-27,2024-05-11,2024-05-11,Delivered,48
ORD538831,PRD1046,WH07,SUP004,2024-11-25,2024-12-04,2024-12-04,Delivered,150
ORD507797,PRD1028,WH03,SUP009,13/11/2024,2024-11-23,,In Transit,49
ORD507001,PRD1039,WH07,SUP004,2023-08-03,2023-08-10,,Cancelled,11
ORD508877,PRD1018,WH05,SUP003,2023-08-26,2023-09-10,2023-09-10,Delivered,108
ORD533037,PRD1042,WH05,SUP002,2024-01-26,2024-02-04,2024-02-11,Delivered,199
ORD503355,PRD1032,WH03,SUP005,2023-04-16,2023-04-22,2023-04-22,Delivered,45
ORD507923,PRD1031,WH02,SUP004,2023-07-27,2023-08-09,,In Transit,26
ORD528568,PRD1016,WH04,SUP007,2024-09-12,2024-09-22,2024-09-27,Delivered,173
ORD545487,PRD1026,WH08,SUP005,2024-05-16,2024-05-21,,Delayed,21
ORD527224,PRD1007,WH01,SUP011,05/07/2024,2024-05-13,,In Transit,118
ORD530285,PRD1006,WH03,SUP009,2024-12-17,2024-12-25,,Delayed,99
ORD528048,PRD1048,WH07,SUP012,2024-12-25,2025-01-08,,In Transit,44
ORD510017,PRD1031,WH06,SUP011,2024-07-14,2024-07-22,2024-07-22,Delivered,38
ORD534685,PRD1031,WH04,SUP002,2023-10-02,2023-10-16,2023-10-19,Delivered,197
ORD510086,PRD1002,WH04,SUP003,2024-10-20,2024-10-29,,Delayed,146
ORD531955,PRD1021,WH05,SUP007,2024-09-02,2024-09-13,,Delayed,104
ORD544061,PRD1048,WH04,SUP002,2024-07-12,2024-07-25,,In Transit,140
ORD521631,PRD1024,WH04,SUP011,2023-05-01,2023-05-03,,In Transit,44
ORD544834,PRD1048,WH04,SUP001,2024-11-03,2024-11-07,2024-11-07,Delivered,196
ORD547896,PRD1027,WH04,SUP012,2023-02-11,2023-02-22,2023-02-23,Delivered,174
ORD500654,PRD1020,WH08,SUP005,10/03/2024,2024-10-06,2024-10-06,Delivered,56
ORD530331,PRD1025,WH08,SUP007,17/07/2023,2023-07-27,2023-08-01,Delivered,36
ORD511521,PRD1007,WH06,SUP008,21/09/2024,2024-09-28,2024-09-29,Delivered,198
ORD517463,PRD1037,WH05,SUP010,2023-12-21,2023-12-31,2024-01-01,Delivered,21
ORD523908,PRD1019,WH03,SUP003,2024-11-09,2024-11-13,,Delayed,9
ORD527085,PRD1012,WH07,SUP002,2024-04-18,2024-04-23,2024-04-23,Delivered,163
ORD530313,PRD1045,WH02,SUP011,03/08/2023,2023-03-15,2023-03-15,Delivered,177
ORD549287,PRD1018,WH06,SUP002,24/12/2024,2025-01-05,,Cancelled,66
ORD536090,PRD1010,WH07,SUP012,2023-10-03,2023-10-18,,Cancelled,108
ORD501251,PRD1019,WH04,SUP011,2024-01-29,2024-02-09,,Delayed,33
ORD519930,PRD1038,WH04,SUP004,2023-06-17,2023-07-02,,In Transit,195
ORD527712,PRD1003,WH05,SUP011,01-09-2023,2023-09-15,,In Transit,181
ORD548590,PRD1029,WH03,SUP006,2024-07-19,2024-07-24,,In Transit,139
ORD538756,PRD1012,WH05,SUP011,2024-09-11,2024-09-22,,Delayed,141
ORD551332,PRD1033,WH03,SUP004,07/08/2024,2024-08-11,2024-08-14,Delivered,14
ORD548749,PRD1008,WH08,SUP008,2024-04-05,2024-04-10,,Delayed,82
ORD531967,PRD1009,WH08,SUP002,01/08/2024,2024-08-03,,In Transit,187
ORD515947,PRD1008,WH07,SUP001,2024-10-04,2024-10-17,2024-10-17,Delivered,187
ORD514383,PRD1012,WH03,SUP008,2024-07-11,2024-07-19,2024-07-19,Delivered,138
ORD551836,PRD1023,WH04,SUP011,2024-09-25,2024-10-01,,In Transit,40
ORD516022,PRD1015,WH05,SUP011,2023-11-05,2023-11-16,2023-11-19,Delivered,90
ORD506035,PRD1018,WH02,SUP011,2024-08-23,2024-09-01,,Delayed,62
ORD529968,PRD1041,WH08,SUP008,11/29/2024,2024-12-04,,Cancelled,156
ORD518592,PRD1036,WH05,SUP002,2023-10-06,2023-10-08,2023-10-13,Delivered,29
ORD551618,PRD1038,WH02,SUP003,2023-04-11,2023-04-12,,In Transit,125
ORD505179,PRD1022,WH07,SUP012,2023-01-27,2023-02-10,2023-02-17,Delivered,96
ORD509048,PRD1037,WH08,SUP001,2023-11-25,2023-12-01,2023-12-01,Delivered,33
ORD536587,PRD1042,WH04,SUP005,2023-02-07,2023-02-11,2023-02-16,Delivered,145
ORD523212,PRD1025,WH06,SUP002,2024-10-21,2024-10-22,2024-10-29,Delivered,92
ORD530855,PRD1030,WH02,SUP007,2024-05-17,2024-05-26,,In Transit,17
ORD515091,PRD1010,WH03,SUP012,2024-08-14,2024-08-29,,Cancelled,106
ORD551846,PRD1015,WH08,SUP003,2024-01-04,2024-01-19,2024-01-19,Delivered,78
ORD506199,PRD1007,WH05,SUP004,2024-06-25,2024-07-06,,Cancelled,44
ORD517303,PRD1035,WH05,SUP012,2024-10-17,2024-10-22,,Delayed,142
ORD532223,PRD1040,WH02,SUP003,2024-08-28,2024-08-31,,Cancelled,179
ORD517386,PRD1002,WH01,SUP008,02/12/2024,2024-12-12,2024-12-12,Delivered,45
ORD549417,PRD1025,WH07,SUP006,2024-01-10,2024-01-16,2024-01-18,Delivered,48
ORD545481,PRD1024,WH01,SUP011,02/05/2023,2023-05-11,2023-05-11,Delivered,83
ORD538006,PRD1035,WH06,SUP003,2024-06-20,2024-06-26,2024-06-26,Delivered,185
ORD525904,PRD1022,WH07,SUP010,2024-05-11,2024-05-12,,Cancelled,163
ORD540826,PRD1043,WH04,SUP001,2023-12-12,2023-12-17,2023-12-22,Delivered,51
ORD518583,PRD1038,WH04,SUP012,2023-04-26,2023-05-08,2023-05-11,Delivered,36
ORD528195,PRD1027,WH06,SUP012,2023-04-02,2023-04-16,,Delayed,41
ORD528534,PRD1007,WH05,SUP006,2023-09-14,2023-09-15,2023-09-15,Delivered,7
ORD537057,PRD1045,WH05,SUP010,2024-07-01,2024-07-09,,Cancelled,104
ORD505474,PRD1036,WH05,SUP010,2024-12-07,2024-12-19,2024-12-19,Delivered,49
ORD535107,PRD1001,WH08,SUP002,2024-09-18,2024-09-19,,Cancelled,13
ORD532216,PRD1020,WH07,SUP008,2024-05-15,2024-05-17,2024-05-18,Delivered,9
ORD546323,PRD1026,WH05,SUP002,2024-10-22,2024-10-31,2024-11-05,Delivered,155
ORD543883,PRD1045,WH01,SUP003,2024-09-23,2024-10-03,,Delayed,110
ORD502003,PRD1028,WH03,SUP004,2023-01-18,2023-01-31,2023-01-31,Delivered,22
ORD550881,PRD1029,WH06,SUP006,2023-05-05,2023-05-07,2023-05-10,Delivered,25
ORD501934,PRD1022,WH08,SUP002,2023-11-30,2023-12-12,,Cancelled,100
ORD511227,PRD1029,WH07,SUP007,2023-02-10,2023-02-11,2023-02-18,Delivered,85
ORD502716,PRD1008,WH05,SUP012,2024-05-12,2024-05-21,,In Transit,184
ORD505824,PRD1029,WH01,SUP006,2023-09-12,2023-09-17,,Cancelled,42
ORD508029,PRD1020,WH02,SUP009,2024-05-06,2024-05-19,2024-05-21,Delivered,185
ORD534078,PRD1019,WH02,SUP009,2024-12-09,2024-12-21,2024-12-24,Delivered,191
ORD509328,PRD1047,WH01,SUP003,2024-05-30,2024-06-11,,Delayed,183
ORD511633,PRD1026,WH06,SUP009,2024-08-22,2024-08-26,,In Transit,127
ORD533720,PRD1004,WH06,SUP008,2024-02-23,2024-03-01,,Cancelled,187
ORD538339,PRD1039,WH05,SUP012,2024-02-06,2024-02-13,2024-02-20,Delivered,7
ORD541902,PRD1012,WH05,SUP005,2024-08-03,2024-08-09,2024-08-09,Delivered,32
ORD543135,PRD1013,WH06,SUP008,2023-02-25,2023-03-06,2023-03-13,Delivered,132
ORD502735,PRD1027,WH02,SUP008,2024-05-30,2024-06-11,2024-06-13,Delivered,156
ORD540456,PRD1046,WH06,SUP012,2024-05-26,2024-05-31,,Cancelled,75
ORD508236,PRD1041,WH03,SUP010,2023-02-18,2023-02-27,2023-02-27,Delivered,199
ORD516823,PRD1046,WH01,SUP003,2023-12-03,2023-12-10,2023-12-13,Delivered,37
ORD543457,PRD1011,WH02,SUP010,2024-10-24,2024-10-26,2024-10-31,Delivered,42
ORD549847,PRD1019,WH04,SUP003,2023-11-08,2023-11-16,,In Transit,162
ORD538652,PRD1028,WH02,SUP010,2024-03-14,2024-03-22,2024-03-25,Delivered,88
ORD512819,PRD1043,WH08,SUP006,2024-06-26,2024-07-08,2024-07-08,Delivered,94
ORD541318,PRD1025,WH02,SUP002,2024-10-01,2024-10-13,2024-10-14,Delivered,180
ORD519827,PRD1046,WH04,SUP009,2024-02-21,2024-03-07,2024-03-08,Delivered,92
ORD514999,PRD1030,WH01,SUP008,2024-09-21,2024-09-27,,Delayed,168
ORD526127,PRD1036,WH02,SUP011,2023-05-08,2023-05-13,2023-05-14,Delivered,168
ORD521899,PRD1030,WH08,SUP012,24/06/2024,2024-06-30,,In Transit,13
ORD531830,PRD1043,WH07,SUP002,2023-03-15,2023-03-17,2023-03-19,Delivered,42
ORD539819,PRD1045,WH04,SUP007,2024-06-10,2024-06-23,,Delayed,124
ORD546246,PRD1012,WH03,SUP010,2024-06-26,2024-06-28,2024-06-28,Delivered,147
ORD517308,PRD1047,WH03,SUP010,2024-09-10,2024-09-24,,Cancelled,5
ORD544429,PRD1002,WH05,SUP007,2024-03-26,2024-04-02,2024-04-09,Delivered,74
ORD535372,PRD1026,WH06,SUP006,2023-07-20,2023-07-25,2023-07-25,Delivered,131
ORD518696,PRD1016,WH01,SUP006,09-06-2023,2023-06-10,2023-06-10,Delivered,30
ORD521488,PRD1002,WH05,SUP007,20/12/2024,2025-01-04,2025-01-04,Delivered,59
ORD539240,PRD1026,WH04,SUP011,2024-09-26,2024-09-28,,Delayed,197
ORD506072,PRD1027,WH08,SUP001,2024-08-04,2024-08-19,,In Transit,104
ORD507254,PRD1023,WH02,SUP001,2024-07-05,2024-07-19,,Delayed,190
ORD536812,PRD1014,WH03,SUP012,2024-09-07,2024-09-17,2024-09-17,Delivered,185
ORD506378,PRD1024,WH08,SUP010,2023-01-22,2023-02-06,2023-02-06,Delivered,107
ORD531585,PRD1036,WH05,SUP011,2023-10-10,2023-10-15,2023-10-15,Delivered,6
ORD526396,PRD1045,WH03,SUP003,2024-01-16,2024-01-21,,Delayed,99
ORD532111,PRD1033,WH03,SUP007,2023-03-23,2023-03-27,2023-04-03,Delivered,85
ORD546376,PRD1019,WH02,SUP005,2023-01-30,2023-01-31,2023-01-31,Delivered,84
ORD507656,PRD1043,WH06,SUP003,2023-08-24,2023-09-01,2023-09-01,Delivered,142
ORD549974,PRD1046,WH02,SUP012,2023-08-01,2023-08-14,2023-08-16,Delivered,72
ORD511560,PRD1013,WH05,SUP008,2023-08-15,2023-08-27,2023-08-27,Delivered,197
ORD543310,PRD1019,WH01,SUP001,2024-08-16,2024-08-27,2024-08-29,Delivered,65
ORD510637,PRD1015,WH08,SUP003,2023-10-13,2023-10-25,,In Transit,72
ORD513089,PRD1021,WH01,SUP008,2024-01-26,2024-01-29,2024-02-05,Delivered,108
ORD520674,PRD1030,WH08,SUP006,2024-08-08,2024-08-20,,Cancelled,148
ORD515827,PRD1021,WH03,SUP009,2024-08-21,2024-08-28,2024-08-30,Delivered,193
ORD527873,PRD1038,WH01,SUP004,2023-03-28,2023-04-07,,Delayed,55
ORD544869,PRD1001,WH04,SUP012,2024-09-27,2024-10-08,,Cancelled,30
ORD533350,PRD1040,WH03,SUP008,2024-09-20,2024-09-30,,Cancelled,7
ORD507557,PRD1047,WH07,SUP009,2023-10-02,2023-10-16,2023-10-17,Delivered,181
ORD542486,PRD1033,WH02,SUP001,2024-07-06,2024-07-08,,In Transit,106
ORD515321,PRD1028,WH07,SUP004,2023-11-21,2023-12-04,2023-12-05,Delivered,49
ORD523216,PRD1025,WH06,SUP009,2023-07-14,2023-07-28,2023-08-04,Delivered,121
ORD504655,PRD1033,WH05,SUP010,2023-04-28,2023-05-13,,Delayed,88
ORD540660,PRD1040,WH07,SUP004,2024-05-25,2024-06-05,,Delayed,160
ORD548201,PRD1001,WH03,SUP011,2024-05-07,2024-05-15,2024-05-20,Delivered,126
ORD508355,PRD1002,WH03,SUP004,2024-07-21,2024-07-24,,In Transit,167
ORD538669,PRD1022,WH08,SUP012,2024-11-04,2024-11-12,2024-11-12,Delivered,55
ORD519451,PRD1003,WH08,SUP008,2024-06-23,2024-07-06,2024-07-13,Delivered,121
ORD538144,PRD1017,WH06,SUP008,2024-01-16,2024-01-19,,Cancelled,188
ORD500203,PRD1004,WH03,SUP009,2023-10-24,2023-10-28,,Cancelled,192
ORD517631,PRD1026,WH06,SUP005,2023-05-22,2023-05-27,2023-05-27,Delivered,165
ORD507213,PRD1033,WH06,SUP012,2023-06-01,2023-06-08,2023-06-08,Delivered,112
ORD525556,PRD1026,WH02,SUP002,2024-05-31,2024-06-02,,Cancelled,119
ORD546315,PRD1003,WH01,SUP003,2023-02-28,2023-03-03,2023-03-03,Delivered,111
ORD517059,PRD1041,WH02,SUP006,2023-01-05,2023-01-09,2023-01-16,Delivered,90
ORD537875,PRD1027,WH04,SUP011,2023-11-15,2023-11-21,2023-11-21,Delivered,131
ORD538794,PRD1003,WH06,SUP005,2023-12-18,2023-12-29,,In Transit,8
ORD522654,PRD1011,WH02,SUP003,03/06/2024,2024-03-11,,Delayed,186
ORD519278,PRD1040,WH03,SUP012,2023-07-06,2023-07-07,2023-07-07,Delivered,49
ORD513046,PRD1017,WH05,SUP006,06-07-2024,2024-07-09,2024-07-14,Delivered,73
ORD536511,PRD1001,WH01,SUP007,2023-07-09,2023-07-21,2023-07-21,Delivered,182
ORD515781,PRD1012,WH08,SUP010,29-05-2024,2024-06-04,,In Transit,77
ORD535106,PRD1046,WH04,SUP005,2024-06-06,2024-06-07,,In Transit,134
ORD535465,PRD1042,WH06,SUP005,19/06/2023,2023-06-27,2023-06-28,Delivered,56
ORD549694,PRD1041,WH01,SUP004,2024-03-31,2024-04-01,2024-04-01,Delivered,13
ORD522117,PRD1008,WH01,SUP003,2024-09-05,2024-09-13,,Cancelled,144
ORD525397,PRD1015,WH06,SUP004,2024-06-05,2024-06-14,2024-06-16,Delivered,70
ORD525361,PRD1037,WH07,SUP001,2023-08-08,2023-08-22,,In Transit,169
ORD524242,PRD1034,WH03,SUP004,2024-04-25,2024-05-06,2024-05-06,Delivered,95
ORD550384,PRD1002,WH06,SUP007,2024-08-21,2024-08-24,2024-08-27,Delivered,92
ORD542852,PRD1028,WH05,SUP011,2024-03-07,2024-03-17,2024-03-22,Delivered,197
ORD541666,PRD1035,WH02,SUP007,2024-12-26,2025-01-08,,In Transit,78
ORD543660,PRD1044,WH01,SUP008,2024-05-23,2024-06-02,2024-06-02,Delivered,194
ORD503306,PRD1048,WH01,SUP010,2024-10-23,2024-11-02,2024-11-02,Delivered,34
ORD549732,PRD1001,WH05,SUP001,2023-05-02,2023-05-13,2023-05-14,Delivered,46
ORD521578,PRD1048,WH05,SUP012,2024-12-29,2024-12-30,2025-01-06,Delivered,20
ORD510444,PRD1043,WH07,SUP010,2024-06-16,2024-06-20,2024-06-20,Delivered,160
ORD542305,PRD1043,WH05,SUP001,2023-06-07,2023-06-22,2023-06-22,Delivered,183
ORD501608,PRD1020,WH01,SUP010,2023-04-25,2023-05-01,,Delayed,14
ORD542152,PRD1031,WH05,SUP007,2023-11-16,2023-11-24,,Cancelled,87
ORD537073,PRD1040,WH07,SUP001,21/02/2023,2023-02-25,2023-03-04,Delivered,62
ORD531516,PRD1009,WH05,SUP002,2024-02-01,2024-02-13,2024-02-20,Delivered,69
ORD544415,PRD1040,WH04,SUP010,2023-11-21,2023-12-04,2023-12-07,Delivered,44
ORD529435,PRD1033,WH08,SUP006,2023-07-29,2023-08-10,,Delayed,97
ORD547998,PRD1048,WH02,SUP011,2023-06-05,2023-06-14,2023-06-19,Delivered,119
ORD538578,PRD1027,WH08,SUP012,2024-08-31,2024-09-03,2024-09-04,Delivered,80
ORD507841,PRD1008,WH02,SUP012,2024-06-18,2024-07-01,,In Transit,163
ORD507803,PRD1034,WH08,SUP009,2023-10-14,2023-10-22,2023-10-22,Delivered,76
ORD518385,PRD1033,WH05,SUP007,2024-06-13,2024-06-18,,Delayed,64
ORD502915,PRD1001,WH07,SUP004,2023-11-11,2023-11-15,2023-11-16,Delivered,133
ORD549782,PRD1019,WH07,SUP004,17-11-2024,2024-11-25,2024-11-30,Delivered,163
ORD505838,PRD1012,WH01,SUP012,2023-12-08,2023-12-09,,In Transit,92
ORD538963,PRD1034,WH01,SUP008,12/10/2023,2023-10-23,2023-10-23,Delivered,165
ORD531454,PRD1028,WH06,SUP002,2024-03-05,2024-03-16,,Delayed,10
ORD540212,PRD1040,WH02,SUP008,2024-06-25,2024-07-06,2024-07-11,Delivered,25
ORD545205,PRD1010,WH04,SUP011,2024-04-27,2024-05-02,2024-05-03,Delivered,34
ORD511009,PRD1014,WH08,SUP005,2023-03-10,2023-03-24,2023-03-31,Delivered,58
